Status,Date,Start_Time,End_Time,Duration,Alert,Reason,Issue,Comment,id,equipment_name,created_at
ACTIVE,2025-09-26,14:52:36,14:57:06,4,No,-,-,-,8598f721-99ef-479e-b0eb-c7e5af94170d,IMA T19,2025-10-01 03:24:26.172856+00
INACTIVE,2025-09-25,13:03:17,13:05:36,2,Yes,Structure & Alignment,877-PACK Faulty filter paper alignment system,-,85af6cea-5048-4a7d-b7a8-7f7dad36b17c,IMA T19,2025-10-01 03:24:26.172856+00
ACTIVE,2025-09-25,13:50:28,14:05:58,16,No,-,-,-,85ecd88c-8785-416a-b4ff-e2d9c373e85a,IMA T19,2025-10-01 03:24:26.172856+00
INACTIVE,2025-09-20,08:08:36,08:12:34,4,No,-,-,-,85f10003-aa14-4eac-95d3-e573126f2bf8,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-17,19:27:36,19:32:06,4,No,-,-,-,862815c7-91b7-4760-be90-cd4a0c5f09ca,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-23,14:26:54,14:43:24,16,No,-,-,-,863172a2-3e21-4127-958e-1224f2582425,IMA T19,2025-10-01 03:24:25.640136+00
ACTIVE,2025-09-19,18:52:19,19:14:49,22,No,-,-,-,864ecba6-4b89-4480-8c81-1cd1a10c0eb0,IMA E06,2025-10-01 03:24:30.437349+00
INACTIVE,2025-09-27,22:45:47,22:47:52,2,Yes,-,-,-,865405a3-b0c4-45f1-9663-d16ef67674cc,IMA E06,2025-10-01 03:24:33.48849+00
ACTIVE,2025-09-24,09:44:18,09:45:18,1,No,-,-,-,866fb5c8-6a09-40c2-afad-99efa488e997,IMA E06,2025-10-01 03:24:32.188922+00
INACTIVE,2025-09-24,06:22:51,06:23:56,1,Yes,Material Shortage,304 No envelope,-,86aa22f8-b39b-4428-a011-caf9ae964927,IMA E06,2025-10-01 03:24:32.188922+00
ACTIVE,2025-09-23,13:45:04,13:51:34,6,No,-,-,-,87025b54-5702-4238-baf3-f3ce0a6dc727,IMA E06,2025-10-01 03:24:31.74892+00
ACTIVE,2025-09-26,14:27:58,14:35:28,8,No,-,-,-,87518e2e-f834-49b3-ace3-9c43ea3e70e8,IMA E06,2025-10-01 03:24:33.059588+00
INACTIVE,2025-09-27,06:44:09,06:45:13,1,No,-,-,-,8763d307-d728-4342-9c76-9b08438ab999,IMA E06,2025-10-01 03:24:33.48849+00
INACTIVE,2025-09-18,16:10:05,16:14:41,5,No,-,-,-,876c7b80-3827-4b0f-9ddb-d773ac8e724e,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-24,07:15:28,07:19:28,4,No,-,-,-,8771f51d-aaad-45de-aeee-4755fe9c31d0,IMA E06,2025-10-01 03:24:32.188922+00
ACTIVE,2025-09-20,03:26:17,03:28:47,2,No,-,-,-,8777ad19-24d6-4216-95be-bdcf3f58d716,IMA E06,2025-10-01 03:24:30.437349+00
ACTIVE,2025-09-16,13:28:44,13:30:14,2,No,-,-,-,877aaccd-b2f4-4418-b597-c421727e3bdb,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-24,05:52:52,06:22:22,30,No,-,-,-,8788de61-46ea-4b2a-8ff3-e01d69ac235d,IMA E06,2025-10-01 03:24:32.188922+00
ACTIVE,2025-09-24,21:58:05,22:06:05,8,No,-,-,-,87935139-d5d1-4ccb-a9d9-002158fcc9cd,IMA T19,2025-10-01 03:24:26.172856+00
ACTIVE,2025-09-29,14:08:37,14:20:37,12,No,-,-,-,87e77708-3618-4c02-bc37-7ddc6156b47e,IMA T19,2025-10-01 03:24:27.585911+00
ACTIVE,2025-09-18,00:07:13,00:13:13,6,No,-,-,-,87f0cb33-b76d-4b5f-9ae9-8a38aecbaa53,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-23,17:49:36,18:08:36,19,No,-,-,-,880ae8be-94fb-49e3-a020-fb7b822e52f6,IMA T19,2025-10-01 03:24:25.640136+00
INACTIVE,2025-09-26,03:39:11,03:54:05,15,Yes,Admin,128 Daily CLIRT,-,88340b58-8c90-48bd-8c27-fcef77140419,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-19,04:22:31,04:51:01,28,No,-,-,-,8855b1e3-dd87-472f-86d9-9013b41fa0e0,IMA E06,2025-10-01 03:24:30.005057+00
INACTIVE,2025-09-16,11:00:10,11:01:15,1,No,-,-,-,8863e095-f3e4-4650-82ae-925cc2ea9ff3,IMA E06,2025-10-01 03:24:29.128339+00
INACTIVE,2025-09-29,17:04:33,17:06:38,2,Yes,-,-,-,8880de35-8329-4448-86e6-e8337203b05f,IMA E06,2025-10-01 03:24:34.339012+00
ACTIVE,2025-09-18,04:53:56,05:19:56,26,No,-,-,-,889f0511-9642-4349-bcb2-71c278040df5,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-24,01:08:11,01:09:41,2,No,-,-,-,88b7b9f4-667a-4ccf-b17b-007ed669a0e9,IMA E06,2025-10-01 03:24:31.74892+00
INACTIVE,2025-09-23,05:57:51,06:10:25,13,No,-,-,-,88c20eda-5647-4a57-b352-aee46041acd2,IMA E06,2025-10-01 03:24:31.310218+00
INACTIVE,2025-09-15,22:17:45,22:24:53,7,No,-,-,-,88db252b-405e-4af5-b757-507ffbfb67b8,IMA T19,2025-10-01 03:24:22.074365+00
INACTIVE,2025-09-19,00:11:53,00:13:23,2,No,-,-,-,89035ca5-c5b8-4078-91ff-b5a5de247035,IMA E06,2025-10-01 03:24:30.005057+00
ACTIVE,2025-09-18,06:39:09,06:40:09,1,No,-,-,-,891872ed-458f-469c-9113-5f0d222518c5,IMA E06,2025-10-01 03:24:29.576452+00
INACTIVE,2025-09-29,12:53:07,12:54:12,1,No,-,-,-,893e1969-d210-4221-9740-6428a6473d79,IMA E06,2025-10-01 03:24:33.928006+00
ACTIVE,2025-09-29,06:37:35,06:43:35,6,No,-,-,-,8965876b-0364-408c-99ff-46678c717938,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-18,02:32:10,02:33:10,1,No,-,-,-,8975821d-9cbf-445c-a8b6-f5c239c9837f,IMA E06,2025-10-01 03:24:29.576452+00
INACTIVE,2025-09-22,13:12:41,13:14:45,2,Yes,Mechanical General,342 Thread not in place on chrochet,-,89842a7f-ac16-4282-bdec-657efbec9a97,IMA E06,2025-10-01 03:24:31.310218+00
INACTIVE,2025-09-16,10:44:17,10:45:21,1,No,-,-,-,898d372b-85bc-4bdd-879b-54dcd8b24cd4,IMA T19,2025-10-01 03:24:22.074365+00
ACTIVE,2025-09-17,12:38:58,12:42:28,4,No,-,-,-,898ee4a8-bf4d-4eaa-956a-3b4ad19c4921,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-25,08:30:05,09:26:05,56,No,-,-,-,89b4a09f-f2cc-4805-9375-b3d68e495468,IMA T19,2025-10-01 03:24:26.172856+00
ACTIVE,2025-09-23,22:13:36,22:15:06,2,No,-,-,-,89c2df1d-328f-424d-b127-a5421545f96b,IMA T19,2025-10-01 03:24:25.640136+00
ACTIVE,2025-09-18,12:28:14,12:33:44,6,No,-,-,-,89f5373b-484a-45e4-8169-96f24b4263fb,IMA T19,2025-10-01 03:24:23.397716+00
INACTIVE,2025-09-26,14:25:48,14:27:53,2,Yes,Mechanical General,400 Excess glue,-,8a1c4b68-7fbc-4312-a0a2-e6cb60e152e8,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-24,19:42:18,19:54:49,13,No,-,-,-,8a38b86d-22cd-497d-8cfe-a4446a0d41b7,IMA E06,2025-10-01 03:24:32.188922+00
INACTIVE,2025-09-25,20:41:49,21:42:54,61,Yes,Admin,858 BREAK TIME,-,8a3ec33c-f7ee-4f45-ba6e-68ec81f047eb,IMA E06,2025-10-01 03:24:32.624437+00
ACTIVE,2025-09-24,03:52:44,04:24:44,32,No,-,-,-,8a3f79a0-4b25-4b41-8533-e782fb9634d7,IMA E06,2025-10-01 03:24:31.74892+00
ACTIVE,2025-09-27,19:05:50,19:08:20,2,No,-,-,-,8a47974c-2f7c-43a9-a6cb-c90b0d591f53,IMA E06,2025-10-01 03:24:33.48849+00
INACTIVE,2025-09-26,23:29:54,00:00:00,30,No,-,-,-,8a6570b2-97a9-420b-b2aa-64d32c3903c7,IMA T19,2025-10-01 03:24:26.969994+00
ACTIVE,2025-09-30,07:00:43,07:17:13,16,No,-,-,-,8a6cabe1-162c-45d6-97cc-fba6b4349d16,IMA T19,2025-10-01 03:24:28.198188+00
INACTIVE,2025-09-17,10:09:58,10:11:21,1,No,-,-,-,8a7173d6-ecd6-4739-9356-ca7885f967ee,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-23,14:11:23,14:12:23,1,No,-,-,-,8acbc75e-43f1-49cd-a08f-aecb21d41247,IMA E06,2025-10-01 03:24:31.74892+00
ACTIVE,2025-09-30,19:36:06,19:50:06,14,No,-,-,-,8acbd53a-8c0e-42e2-842b-8aaeda879d49,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-16,13:23:19,13:26:19,3,No,-,-,-,8aebba45-bec5-4662-aaf1-1bdc4f5f26ff,IMA E06,2025-10-01 03:24:29.128339+00
INACTIVE,2025-09-29,09:00:46,09:02:16,2,No,-,-,-,8af6c3da-8cfb-4ae1-ac72-d0dde1f43c66,IMA E06,2025-10-01 03:24:33.928006+00
ACTIVE,2025-09-27,12:20:52,12:55:22,34,No,-,-,-,8b0b3823-f4ff-4a9a-9924-c104191d186d,IMA E06,2025-10-01 03:24:33.48849+00
INACTIVE,2025-09-20,03:08:21,03:09:54,2,No,-,-,-,8b1b5724-4a0e-4c80-9d27-3384fd49d1e8,IMA E06,2025-10-01 03:24:30.437349+00
INACTIVE,2025-09-16,09:15:07,09:17:12,2,No,-,-,-,8b32ed52-71ca-4b0d-9800-fce4563ab944,IMA T19,2025-10-01 03:24:22.074365+00
INACTIVE,2025-09-17,15:25:45,15:27:50,2,No,-,-,-,8b5411c7-5e58-4d63-b18d-35727357b3ef,IMA T19,2025-10-01 03:24:22.877579+00
INACTIVE,2025-09-25,03:17:10,03:18:15,1,No,-,-,-,8bb027e7-7973-4be0-9878-18fd0692fa86,IMA E06,2025-10-01 03:24:32.188922+00
INACTIVE,2025-09-27,20:19:59,21:13:32,54,No,-,-,-,8bd4f05d-dfa2-4540-8722-721fe0ad04db,IMA E06,2025-10-01 03:24:33.48849+00
INACTIVE,2025-09-15,22:25:09,22:27:42,3,Yes,Admin,123 Delay in PO issuance,this is a test 456,8bd50570-0fd8-4f37-87ee-8631ae3c3b07,IMA T19,2025-10-01 03:24:22.074365+00
ACTIVE,2025-09-16,09:15:44,09:32:14,16,No,-,-,-,8bdc57b9-7810-4abd-ba88-82af8d088b9d,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-15,19:58:31,20:28:01,30,No,-,-,-,8befdda9-ec03-4865-9d60-a4fc406c1f54,IMA E06,2025-10-01 03:24:28.642092+00
ACTIVE,2025-09-17,10:13:16,10:20:16,7,No,-,-,-,8bf5a38d-e7a6-4104-b0b1-cb3c80a3970d,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-24,13:56:08,14:02:38,6,No,-,-,-,8c1d542d-a764-4479-9282-27913a0c62bd,IMA E06,2025-10-01 03:24:32.188922+00
ACTIVE,2025-09-20,12:45:40,12:48:10,2,No,-,-,-,8c329f2a-c008-4608-b1a7-4e97a0a7adb4,IMA E06,2025-10-01 03:24:30.866611+00
ACTIVE,2025-09-20,17:53:28,17:57:28,4,No,-,-,-,8c8a2dc6-49a7-4bcc-80ce-5baeb07797a8,IMA E06,2025-10-01 03:24:30.866611+00
INACTIVE,2025-09-16,00:00:00,00:21:47,22,No,-,-,-,8c95e97b-4304-47de-8c10-f8ab0d25cd74,IMA E06,2025-10-01 03:24:28.642092+00
INACTIVE,2025-09-16,13:31:14,13:32:57,2,No,-,-,-,8cd05bd9-2723-4d10-9da3-8d2d6cea6700,IMA E06,2025-10-01 03:24:29.128339+00
INACTIVE,2025-09-30,16:34:35,16:40:14,6,Yes,Mechanical General,307 Filter paper splicing failed,-,8d00b4cf-f991-449e-a469-fd7b3b53d776,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-24,10:23:10,10:27:40,4,No,-,-,-,8d35cf93-cf4f-4f4a-b586-6e91af7f5f1d,IMA E06,2025-10-01 03:24:32.188922+00
INACTIVE,2025-09-24,06:33:57,06:35:01,1,Yes,Mechanical General,342 Thread not in place on chrochet,-,8d3643af-b19a-4936-ab22-43448362807c,IMA E06,2025-10-01 03:24:32.188922+00
ACTIVE,2025-09-29,14:25:21,14:31:21,6,No,-,-,-,8d3e1849-ab53-4749-9f6d-11dafee8614b,IMA E06,2025-10-01 03:24:34.339012+00
ACTIVE,2025-09-20,17:28:26,17:48:26,20,No,-,-,-,8d63cb97-af2e-49f8-b541-b217d6d81d4b,IMA E06,2025-10-01 03:24:30.866611+00
ACTIVE,2025-09-29,06:19:42,06:22:12,2,No,-,-,-,8d962a35-33bd-41d2-909e-e45ea4538c46,IMA E06,2025-10-01 03:24:33.928006+00
ACTIVE,2025-09-17,18:51:09,19:01:39,10,No,-,-,-,8daaccfb-5d62-452f-a385-1a96d6eb2833,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-15,08:36:40,09:23:40,47,No,-,-,-,8db270d7-3e55-4464-931e-dc59c5baed94,IMA T19,2025-10-01 03:24:22.074365+00
INACTIVE,2025-09-24,00:00:00,08:06:45,487,No,-,-,-,8dc7b6d2-8f6e-473f-80ea-be67c886d858,IMA T19,2025-10-01 03:24:25.640136+00
ACTIVE,2025-09-20,10:36:36,10:45:36,9,No,-,-,-,8dcabe00-efc7-40ef-9a9f-1860dc5f9b73,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-27,10:39:46,10:42:16,2,No,-,-,-,8dcd2704-05d5-4be1-b28f-80ac71ddb9af,IMA T19,2025-10-01 03:24:26.969994+00
INACTIVE,2025-09-22,06:48:25,06:50:29,2,No,-,-,-,8df67d31-9ffe-4828-9995-9519caedaf05,IMA E06,2025-10-01 03:24:30.866611+00
ACTIVE,2025-09-29,22:44:14,23:17:44,34,No,-,-,-,8e0e8dd5-4744-470b-9fa9-9a9008ad6095,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-25,20:58:31,21:00:31,2,No,-,-,-,8e2f3087-4ef0-4292-ac9a-d59edfb2e336,IMA T19,2025-10-01 03:24:26.172856+00
ACTIVE,2025-09-22,22:24:25,22:25:55,2,No,-,-,-,8e43e2d5-5a74-45aa-93e6-6c4a46b276c1,IMA T19,2025-10-01 03:24:25.118773+00
ACTIVE,2025-09-17,14:37:13,14:38:43,2,No,-,-,-,8e974417-1bb1-4686-8342-33431a2afc8c,IMA E06,2025-10-01 03:24:29.128339+00
INACTIVE,2025-09-29,14:32:44,14:33:49,1,Yes,-,-,-,8e9a19d3-1d73-4847-8e4f-cb92a8cff239,IMA E06,2025-10-01 03:24:34.339012+00
INACTIVE,2025-09-27,17:33:44,17:35:32,2,No,-,-,-,8ea13d94-adaa-4db0-9545-c1c17a4bd77b,IMA T19,2025-10-01 03:24:26.969994+00
INACTIVE,2025-09-17,13:22:25,13:28:07,6,No,-,-,-,8ea177d4-0040-400d-a45b-6414687d8180,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-19,14:59:15,15:02:15,3,No,-,-,-,8ec1087e-a3d4-4260-a737-cd2e660ac7cf,IMA T19,2025-10-01 03:24:23.908734+00
ACTIVE,2025-09-27,16:15:48,16:25:48,10,No,-,-,-,8ef2ea72-67fb-4e3a-8a66-9a896a79af24,IMA T19,2025-10-01 03:24:26.969994+00
INACTIVE,2025-09-20,08:13:53,08:19:27,6,Yes,Planned Maintenance,145 Machine cleaning,sealer cleaning,8efa29e7-400b-445b-8510-a95aa73e943c,IMA E06,2025-10-01 03:24:30.437349+00
ACTIVE,2025-09-18,06:51:17,07:15:17,24,No,-,-,-,8efe6cba-3084-417c-baa5-27a7fc42eb38,IMA T19,2025-10-01 03:24:23.397716+00
INACTIVE,2025-09-26,22:43:40,22:44:40,1,No,-,-,-,8f21bc2c-05c4-41b3-b230-3ab609b03b44,IMA E06,2025-10-01 03:24:33.48849+00
ACTIVE,2025-09-18,13:38:41,13:43:11,4,No,-,-,-,8f53e6aa-f227-4c34-9438-8445543338d9,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-24,14:38:39,15:10:09,32,No,-,-,-,8f8b5e26-0e7e-4106-ac32-8be3d9138727,IMA E06,2025-10-01 03:24:32.188922+00
ACTIVE,2025-09-25,19:30:22,19:34:52,4,No,-,-,-,8faf2456-e176-4af2-bcd2-ac745e130a56,IMA E06,2025-10-01 03:24:32.624437+00
INACTIVE,2025-09-29,19:32:39,19:36:42,4,Yes,-,-,-,8fbcb2e7-048a-407d-9ced-e93fa29be5c3,IMA T19,2025-10-01 03:24:27.585911+00
ACTIVE,2025-09-29,09:45:53,09:50:23,4,No,-,-,-,8fc4ca63-7faa-482d-8739-2f0ca1cf4900,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-27,23:11:24,23:12:29,1,No,-,-,-,8fc813ec-0eb2-43d9-9210-44f9dbe57a08,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-18,12:32:18,12:33:22,1,No,-,-,-,8fcf72bb-a50f-436d-8c61-606256f99c7a,IMA E06,2025-10-01 03:24:30.005057+00
ACTIVE,2025-09-15,14:43:26,15:44:56,62,No,-,-,-,8ffa2f0d-93a5-43da-bc28-923c9b859cad,IMA T19,2025-10-01 03:24:22.074365+00
ACTIVE,2025-09-20,12:53:16,13:02:46,10,No,-,-,-,90114a4b-a73e-4127-928b-685847c93298,IMA E06,2025-10-01 03:24:30.866611+00
INACTIVE,2025-09-27,22:51:52,22:53:02,1,Yes,-,-,-,9037b120-e24c-4063-bbc5-5be2dd728f63,IMA E06,2025-10-01 03:24:33.48849+00
ACTIVE,2025-09-23,04:39:27,04:40:27,1,No,-,-,-,904a6bae-a061-4caf-8613-60dca0f40c88,IMA E06,2025-10-01 03:24:31.310218+00
ACTIVE,2025-09-23,05:56:20,05:57:50,2,No,-,-,-,904ae0e1-5f85-4cca-a3a7-9ae5323ef50d,IMA E06,2025-10-01 03:24:31.310218+00
ACTIVE,2025-09-30,16:42:15,16:49:15,7,No,-,-,-,9056d753-b2b7-4115-adcc-90fcb63d4207,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-17,15:31:32,15:45:32,14,No,-,-,-,9063ffe6-0c3e-44d6-b148-141a1772f4e1,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-23,13:05:55,13:23:55,18,No,-,-,-,90a42a00-cc7f-49d8-b032-31db420f9e96,IMA T19,2025-10-01 03:24:25.118773+00
INACTIVE,2025-09-30,18:14:28,18:17:03,3,Yes,-,-,-,90d44000-0ce7-40a6-b8d5-f1dccdc3e9ba,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-19,21:55:40,22:06:10,10,No,-,-,-,90d83249-e008-45de-a280-52e101dcf63f,IMA E06,2025-10-01 03:24:30.437349+00
ACTIVE,2025-09-19,13:49:13,13:51:43,2,No,-,-,-,90d9c8a4-4585-416a-b7c1-94daa0a62f3c,IMA T19,2025-10-01 03:24:23.908734+00
ACTIVE,2025-09-27,18:16:07,18:38:37,22,No,-,-,-,90ec92f1-462b-4db5-993c-5c32d57697b9,IMA E06,2025-10-01 03:24:33.48849+00
ACTIVE,2025-09-23,15:16:10,15:17:40,2,No,-,-,-,90f30620-206b-4d05-a702-fdef0de0d242,IMA T19,2025-10-01 03:24:25.640136+00
INACTIVE,2025-09-29,06:23:19,06:24:19,1,No,-,-,-,9118ca12-090e-4acd-bec0-33b171176f1a,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-18,11:10:53,12:13:58,63,Yes,-,-,-,91616217-89fa-4338-bbb0-b28f8848b832,IMA E06,2025-10-01 03:24:29.576452+00
INACTIVE,2025-09-27,17:46:34,17:56:35,10,Yes,Mechanical General,307 Filter paper splicing failed,Dancing roller fixed by Technician,91754676-b22d-4840-ac3c-763790bd5bb0,IMA T19,2025-10-01 03:24:26.969994+00
ACTIVE,2025-09-19,17:22:32,17:29:02,6,No,-,-,-,91c1d532-d9b9-4f9e-ad10-a08d6e97d38d,IMA E06,2025-10-01 03:24:30.437349+00
INACTIVE,2025-09-15,21:57:03,21:58:07,1,No,-,-,-,91cc5fe0-584b-4e03-9791-d3f93cf88262,IMA T19,2025-10-01 03:24:22.074365+00
INACTIVE,2025-09-16,03:22:06,03:23:10,1,No,-,-,-,91ed7347-7b83-405b-ae71-25c07c0d47ef,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-25,17:15:17,18:04:17,49,No,-,-,-,9216bdf4-b87c-4720-915a-f34cefab0e12,IMA T19,2025-10-01 03:24:26.172856+00
ACTIVE,2025-09-24,09:58:43,10:22:43,24,No,-,-,-,92485a30-9ce9-41e1-b7df-abed28df2cbc,IMA T19,2025-10-01 03:24:25.640136+00
INACTIVE,2025-09-16,06:33:25,06:34:30,1,No,-,-,-,926057a6-6fbb-4dcd-9f43-d316e57b600b,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-26,01:34:08,01:55:38,22,No,-,-,-,92b0eba0-825e-4dc3-9d36-b16c2d9b1dca,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-17,23:16:59,00:00:00,43,No,-,-,-,92d3eab1-1b04-4487-983a-25b9abc81427,IMA E06,2025-10-01 03:24:29.576452+00
INACTIVE,2025-09-23,09:42:18,09:43:48,2,Yes,Packaging / Material Issues,406 Box not pick up,-,92e1075f-7fc8-43ec-996f-a31e255eef20,IMA E06,2025-10-01 03:24:31.74892+00
ACTIVE,2025-09-22,21:32:24,22:01:24,29,No,-,-,-,92e6d8c5-11b5-4cc0-b310-7d3d8897b654,IMA T19,2025-10-01 03:24:25.118773+00
ACTIVE,2025-09-18,06:09:29,06:23:29,14,No,-,-,-,9310a317-b13d-48b4-b544-ff26d95551cf,IMA E06,2025-10-01 03:24:29.576452+00
INACTIVE,2025-09-25,22:07:35,22:08:35,1,No,-,-,-,933b5ce3-9d98-4fa8-b0ee-cda15ed4a9b4,IMA E06,2025-10-01 03:24:32.624437+00
INACTIVE,2025-09-22,12:47:13,12:48:15,1,No,-,-,-,9343870f-c753-4c84-921f-57478458c902,IMA T19,2025-10-01 03:24:25.118773+00
INACTIVE,2025-09-17,10:27:50,10:31:55,4,No,-,-,-,934e1382-51bb-4700-974f-b848a1ebccef,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-17,12:20:24,12:27:54,8,No,-,-,-,93644a29-ab83-4e09-bc74-a48f71482cbf,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-30,20:06:49,20:08:19,2,No,-,-,-,936f6541-5809-4d8e-9db9-9d42ce9326bf,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-19,16:43:37,16:53:37,10,No,-,-,-,93891c41-906b-4851-b427-81c0911c45b7,IMA T19,2025-10-01 03:24:23.908734+00
INACTIVE,2025-09-27,23:21:36,23:59:36,38,No,-,-,-,93a3f299-6ac9-4780-b0d8-20d2061ee78b,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-29,10:38:03,10:40:02,2,Yes,-,-,-,93d85858-9a35-4b9c-8b64-faeb228a3416,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-23,07:41:28,07:42:28,1,No,-,-,-,93f0b374-cd08-4511-98c1-11054d8edc9f,IMA T19,2025-10-01 03:24:25.118773+00
ACTIVE,2025-09-26,01:17:45,01:33:15,16,No,-,-,-,93f4b024-0bde-4467-97e8-e9231e21017f,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-26,14:32:29,14:51:29,19,No,-,-,-,93f6eb09-0608-4d35-8171-fa9a353a78ed,IMA T19,2025-10-01 03:24:26.172856+00
ACTIVE,2025-09-18,15:48:11,15:51:11,3,No,-,-,-,93f8f5f6-5a34-442c-9d58-30480f63c259,IMA T19,2025-10-01 03:24:23.397716+00
INACTIVE,2025-09-27,00:31:05,00:32:23,1,No,-,-,-,94047c77-f475-4a0c-b8d2-7cae4584c24c,IMA E06,2025-10-01 03:24:33.48849+00
INACTIVE,2025-09-18,04:06:11,04:07:12,1,No,-,-,-,94055ae4-d6a1-4978-ae9e-0537f4a8d02d,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-26,09:23:15,09:41:15,18,No,-,-,-,9412ddf4-b2f2-429b-a3ba-38e253f40222,IMA T19,2025-10-01 03:24:26.172856+00
ACTIVE,2025-09-22,17:42:49,17:46:19,4,No,-,-,-,94443940-0e0f-41db-bb8d-2c41015b4041,IMA T19,2025-10-01 03:24:25.118773+00
ACTIVE,2025-09-23,16:27:56,16:42:56,15,No,-,-,-,946e65a9-f43b-4c80-98ef-ca5f246d2975,IMA T19,2025-10-01 03:24:25.640136+00
INACTIVE,2025-09-25,15:03:59,15:07:04,3,Yes,Changeover / Setup,131 Change over,-,949942ae-a0ab-4ace-95a1-49f94c9b1c96,IMA E06,2025-10-01 03:24:32.624437+00
INACTIVE,2025-09-18,10:45:34,10:47:04,2,No,-,-,-,949be79b-fa3e-4574-93b0-80c543c35564,IMA T19,2025-10-01 03:24:23.397716+00
INACTIVE,2025-09-27,16:10:24,16:13:29,3,Yes,Changeover / Setup,131 Change over,-,949c0780-9e83-4c97-a058-1accab52176d,IMA E06,2025-10-01 03:24:33.48849+00
ACTIVE,2025-09-22,21:14:41,23:49:41,155,No,-,-,-,94baf87d-d8a5-4123-b0ef-0a9133a72bac,IMA E06,2025-10-01 03:24:31.310218+00
ACTIVE,2025-09-29,16:48:37,17:00:51,12,No,-,-,-,94bc0813-f755-44c2-8c34-0ce835e5e0e6,IMA T19,2025-10-01 03:24:27.585911+00
ACTIVE,2025-09-26,15:52:12,16:24:12,32,No,-,-,-,94bd4d72-b522-4725-9698-4092b9402c27,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-25,04:54:37,04:58:07,4,No,-,-,-,94e5d1ef-9977-45ce-946f-ee7e0f577e4e,IMA E06,2025-10-01 03:24:32.624437+00
INACTIVE,2025-09-20,17:11:43,17:16:02,4,Yes,Mechanical General,311 Crumpled filter paper,-,94f88d6f-1336-454d-94da-7a305675dfa4,IMA T19,2025-10-01 03:24:24.504481+00
INACTIVE,2025-09-24,02:41:59,02:43:02,1,Yes,Mechanical General,306 Tag Splicing failed,-,9504f6df-ccc0-4fe8-9bc5-92cb427a0500,IMA E06,2025-10-01 03:24:31.74892+00
ACTIVE,2025-09-15,22:02:42,22:07:42,5,No,-,-,-,95199829-0819-4d15-8674-f9c9517823a2,IMA T19,2025-10-01 03:24:22.074365+00
ACTIVE,2025-09-29,14:44:00,14:46:00,2,No,-,-,-,952b2d55-342b-4fe6-b166-7b4527a1e116,IMA T19,2025-10-01 03:24:27.585911+00
INACTIVE,2025-09-18,03:01:58,03:03:33,2,No,-,-,-,953d182c-792c-4097-a819-65aa9c0eca8e,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-24,07:22:53,07:24:53,2,No,-,-,-,954902b6-553b-43e1-bf0d-1d8ee69f93b4,IMA E06,2025-10-01 03:24:32.188922+00
ACTIVE,2025-09-17,19:25:20,19:26:20,1,No,-,-,-,9555cbc2-44f8-4b6d-9d8d-816b371506dc,IMA E06,2025-10-01 03:24:29.576452+00
